id,text,pos
1146,"""one of the first ovas original video animation i ever bought this still has to be one of my favourite anime titles.""","[('``', '``'), ('one', 'CD'), ('of', 'IN'), ('the', 'DT'), ('first', 'JJ'), ('ovas', 'NN'), ('original', 'JJ'), ('video', 'NN'), ('animation', 'NN'), ('i', 'NN'), ('ever', 'RB'), ('bought', 'VBD'), ('this', 'DT'), ('still', 'RB'), ('has', 'VBZ'), ('to', 'TO'), ('be', 'VB'), ('one', 'CD'), ('of', 'IN'), ('my', 'PRP$'), ('favourite', 'JJ'), ('anime', 'JJ'), ('titles', 'NNS'), ('.', '.'), (""''"", ""''"")]"
1147,"""a cyberpunk sci fi action comedy set against an unlikely for a comedy that is background of near future pollution in a dystopian society.the heroes of dominion are the tank police formed with a if we cant beat crime well get bigger guns philosophy and who are like the name suggests patrolling the city in tanks instead of patrol cars and who are actually far more dangerous than any criminals they are trying to catch.""","[('``', '``'), ('a', 'DT'), ('cyberpunk', 'NN'), ('sci', 'NN'), ('fi', 'JJ'), ('action', 'NN'), ('comedy', 'NN'), ('set', 'VBN'), ('against', 'IN'), ('an', 'DT'), ('unlikely', 'JJ'), ('for', 'IN'), ('a', 'DT'), ('comedy', 'NN'), ('that', 'WDT'), ('is', 'VBZ'), ('background', 'NN'), ('of', 'IN'), ('near', 'JJ'), ('future', 'JJ'), ('pollution', 'NN'), ('in', 'IN'), ('a', 'DT'), ('dystopian', 'JJ'), ('society.the', 'NN'), ('heroes', 'NNS'), ('of', 'IN'), ('dominion', 'NN'), ('are', 'VBP'), ('the', 'DT'), ('tank', 'NN'), ('police', 'NN'), ('formed', 'VBD'), ('with', 'IN'), ('a', 'DT'), ('if', 'IN'), ('we', 'PRP'), ('cant', 'VBP'), ('beat', 'JJ'), ('crime', 'NN'), ('well', 'RB'), ('get', 'VB'), ('bigger', 'JJR'), ('guns', 'NNS'), ('philosophy', 'NN'), ('and', 'CC'), ('who', 'WP'), ('are', 'VBP'), ('like', 'IN'), ('the', 'DT'), ('name', 'NN'), ('suggests', 'VBZ'), ('patrolling', 'VBG'), ('the', 'DT'), ('city', 'NN'), ('in', 'IN'), ('tanks', 'NNS'), ('instead', 'RB'), ('of', 'IN'), ('patrol', 'NN'), ('cars', 'NNS'), ('and', 'CC'), ('who', 'WP'), ('are', 'VBP'), ('actually', 'RB'), ('far', 'RB'), ('more', 'RBR'), ('dangerous', 'JJ'), ('than', 'IN'), ('any', 'DT'), ('criminals', 'NNS'), ('they', 'PRP'), ('are', 'VBP'), ('trying', 'VBG'), ('to', 'TO'), ('catch', 'VB'), ('.', '.'), (""''"", ""''"")]"
1148,"""most if not all of these cops are borderline?""","[('``', '``'), ('most', 'JJS'), ('if', 'IN'), ('not', 'RB'), ('all', 'DT'), ('of', 'IN'), ('these', 'DT'), ('cops', 'NNS'), ('are', 'VBP'), ('borderline', 'JJ'), ('?', '.'), (""''"", ""''"")]"
1149,"""psychopaths and neurotics giving new meaning to the phrase loose cannons.equally colourful and amusing are their adversaries terrorist buaku and his henchwomen the twin cat sisters whose existence always seems to involve giving the tank police a hard time.the animation is not state of the art but its very nice otherwise; the colourful palette and cartoonish look of the characters and mecha fit nicely with the comedic atmosphere of dominion.the english dubbing is again lots of fun.""","[('``', '``'), ('psychopaths', 'NNS'), ('and', 'CC'), ('neurotics', 'NNS'), ('giving', 'VBG'), ('new', 'JJ'), ('meaning', 'NN'), ('to', 'TO'), ('the', 'DT'), ('phrase', 'NN'), ('loose', 'JJ'), ('cannons.equally', 'RB'), ('colourful', 'JJ'), ('and', 'CC'), ('amusing', 'VBG'), ('are', 'VBP'), ('their', 'PRP$'), ('adversaries', 'NNS'), ('terrorist', 'VBP'), ('buaku', 'NN'), ('and', 'CC'), ('his', 'PRP$'), ('henchwomen', 'NNS'), ('the', 'DT'), ('twin', 'NN'), ('cat', 'NN'), ('sisters', 'NNS'), ('whose', 'WP$'), ('existence', 'NN'), ('always', 'RB'), ('seems', 'VBZ'), ('to', 'TO'), ('involve', 'VB'), ('giving', 'VBG'), ('the', 'DT'), ('tank', 'NN'), ('police', 'NN'), ('a', 'DT'), ('hard', 'JJ'), ('time.the', 'NN'), ('animation', 'NN'), ('is', 'VBZ'), ('not', 'RB'), ('state', 'NN'), ('of', 'IN'), ('the', 'DT'), ('art', 'NN'), ('but', 'CC'), ('its', 'PRP$'), ('very', 'RB'), ('nice', 'JJ'), ('otherwise', 'RB'), (';', ':'), ('the', 'DT'), ('colourful', 'JJ'), ('palette', 'NN'), ('and', 'CC'), ('cartoonish', 'JJ'), ('look', 'NN'), ('of', 'IN'), ('the', 'DT'), ('characters', 'NNS'), ('and', 'CC'), ('mecha', 'JJ'), ('fit', 'NN'), ('nicely', 'RB'), ('with', 'IN'), ('the', 'DT'), ('comedic', 'NN'), ('atmosphere', 'NN'), ('of', 'IN'), ('dominion.the', 'JJ'), ('english', 'JJ'), ('dubbing', 'NN'), ('is', 'VBZ'), ('again', 'RB'), ('lots', 'NNS'), ('of', 'IN'), ('fun', 'NN'), ('.', '.'), (""''"", ""''"")]"
1150,"""the soundtrack of the english version is also very good.""","[('``', '``'), ('the', 'DT'), ('soundtrack', 'NN'), ('of', 'IN'), ('the', 'DT'), ('english', 'JJ'), ('version', 'NN'), ('is', 'VBZ'), ('also', 'RB'), ('very', 'RB'), ('good', 'JJ'), ('.', '.'), (""''"", ""''"")]"
1151,"""i wonder if they ever made a soundtrack album of that...anyway dominion tank police is great.""","[('``', '``'), ('i', 'JJ'), ('wonder', 'VBP'), ('if', 'IN'), ('they', 'PRP'), ('ever', 'RB'), ('made', 'VBD'), ('a', 'DT'), ('soundtrack', 'NN'), ('album', 'NN'), ('of', 'IN'), ('that', 'DT'), ('...', ':'), ('anyway', 'RB'), ('dominion', 'NN'), ('tank', 'NN'), ('police', 'NN'), ('is', 'VBZ'), ('great', 'JJ'), ('.', '.'), (""''"", ""''"")]"
1152,"""its japanese cyberpunk sf with lots of comedy filled with completely over the top characters and situations making sure that it never takes itself seriously.""","[('``', '``'), ('its', 'PRP$'), ('japanese', 'JJ'), ('cyberpunk', 'NN'), ('sf', 'NN'), ('with', 'IN'), ('lots', 'NNS'), ('of', 'IN'), ('comedy', 'NN'), ('filled', 'VBN'), ('with', 'IN'), ('completely', 'RB'), ('over', 'IN'), ('the', 'DT'), ('top', 'JJ'), ('characters', 'NNS'), ('and', 'CC'), ('situations', 'NNS'), ('making', 'VBG'), ('sure', 'JJ'), ('that', 'IN'), ('it', 'PRP'), ('never', 'RB'), ('takes', 'VBZ'), ('itself', 'PRP'), ('seriously', 'RB'), ('.', '.'), (""''"", ""''"")]"
1153,"""highly recommended.""","[('``', '``'), ('highly', 'RB'), ('recommended', 'JJ'), ('.', '.'), (""''"", ""''"")]"
1154,"""dominion tank police is without a shell of a doubt one of the most amazing shows ever produced but not just in the field of animation.""","[('``', '``'), ('dominion', 'NN'), ('tank', 'NN'), ('police', 'NN'), ('is', 'VBZ'), ('without', 'IN'), ('a', 'DT'), ('shell', 'NN'), ('of', 'IN'), ('a', 'DT'), ('doubt', 'NN'), ('one', 'CD'), ('of', 'IN'), ('the', 'DT'), ('most', 'RBS'), ('amazing', 'JJ'), ('shows', 'NNS'), ('ever', 'RB'), ('produced', 'VBN'), ('but', 'CC'), ('not', 'RB'), ('just', 'RB'), ('in', 'IN'), ('the', 'DT'), ('field', 'NN'), ('of', 'IN'), ('animation', 'NN'), ('.', '.'), (""''"", ""''"")]"
1155,"""while the first part acts 1 and 2 mostly consists of action and fun the second part is more serious and one should not treat the second part in the exact same way as first part.""","[('``', '``'), ('while', 'IN'), ('the', 'DT'), ('first', 'JJ'), ('part', 'NN'), ('acts', 'VBZ'), ('1', 'CD'), ('and', 'CC'), ('2', 'CD'), ('mostly', 'RB'), ('consists', 'VBZ'), ('of', 'IN'), ('action', 'NN'), ('and', 'CC'), ('fun', 'VBD'), ('the', 'DT'), ('second', 'JJ'), ('part', 'NN'), ('is', 'VBZ'), ('more', 'RBR'), ('serious', 'JJ'), ('and', 'CC'), ('one', 'CD'), ('should', 'MD'), ('not', 'RB'), ('treat', 'VB'), ('the', 'DT'), ('second', 'JJ'), ('part', 'NN'), ('in', 'IN'), ('the', 'DT'), ('exact', 'JJ'), ('same', 'JJ'), ('way', 'NN'), ('as', 'IN'), ('first', 'JJ'), ('part', 'NN'), ('.', '.'), (""''"", ""''"")]"
1156,"""the subtleties are truly out of this world and the characterization is beyond brilliant.""","[('``', '``'), ('the', 'DT'), ('subtleties', 'NNS'), ('are', 'VBP'), ('truly', 'RB'), ('out', 'IN'), ('of', 'IN'), ('this', 'DT'), ('world', 'NN'), ('and', 'CC'), ('the', 'DT'), ('characterization', 'NN'), ('is', 'VBZ'), ('beyond', 'IN'), ('brilliant', 'NN'), ('.', '.'), (""''"", ""''"")]"
1157,"""you must have an extra degree of intelligence to appreciate the intricacies of the second part acts 3 and 4. i do have some complaints though.""","[('``', '``'), ('you', 'PRP'), ('must', 'MD'), ('have', 'VB'), ('an', 'DT'), ('extra', 'JJ'), ('degree', 'NN'), ('of', 'IN'), ('intelligence', 'NN'), ('to', 'TO'), ('appreciate', 'VB'), ('the', 'DT'), ('intricacies', 'NNS'), ('of', 'IN'), ('the', 'DT'), ('second', 'JJ'), ('part', 'NN'), ('acts', 'VBZ'), ('3', 'CD'), ('and', 'CC'), ('4.', 'CD'), ('i', 'NN'), ('do', 'VBP'), ('have', 'VB'), ('some', 'DT'), ('complaints', 'NNS'), ('though', 'IN'), ('.', '.'), (""''"", ""''"")]"
1158,"""in the first part the tank bonaparte quite literally jumps over a tank shell and it did not make any sense at all.""","[('``', '``'), ('in', 'IN'), ('the', 'DT'), ('first', 'JJ'), ('part', 'NN'), ('the', 'DT'), ('tank', 'NN'), ('bonaparte', 'NN'), ('quite', 'RB'), ('literally', 'RB'), ('jumps', 'VBZ'), ('over', 'IN'), ('a', 'DT'), ('tank', 'NN'), ('shell', 'NN'), ('and', 'CC'), ('it', 'PRP'), ('did', 'VBD'), ('not', 'RB'), ('make', 'VB'), ('any', 'DT'), ('sense', 'NN'), ('at', 'IN'), ('all', 'DT'), ('.', '.'), (""''"", ""''"")]"
1159,"""one might also question the plausibility of bonaparte jumping on the wing of helicopter gunship even though it was cool.""","[('``', '``'), ('one', 'CD'), ('might', 'MD'), ('also', 'RB'), ('question', 'VB'), ('the', 'DT'), ('plausibility', 'NN'), ('of', 'IN'), ('bonaparte', 'NN'), ('jumping', 'NN'), ('on', 'IN'), ('the', 'DT'), ('wing', 'NN'), ('of', 'IN'), ('helicopter', 'NN'), ('gunship', 'NN'), ('even', 'RB'), ('though', 'IN'), ('it', 'PRP'), ('was', 'VBD'), ('cool', 'JJ'), ('.', '.'), (""''"", ""''"")]"
1160,"""buaku rules.""","[('``', '``'), ('buaku', 'NN'), ('rules', 'NNS'), ('.', '.'), (""''"", ""''"")]"
1161,"""the anime that got me hooked on anime...set in the year 2010 hey thats not too far away now!""","[('``', '``'), ('the', 'DT'), ('anime', 'NN'), ('that', 'WDT'), ('got', 'VBD'), ('me', 'PRP'), ('hooked', 'VBD'), ('on', 'IN'), ('anime', 'NN'), ('...', ':'), ('set', 'VBN'), ('in', 'IN'), ('the', 'DT'), ('year', 'NN'), ('2010', 'CD'), ('hey', 'NN'), ('thats', 'NNS'), ('not', 'RB'), ('too', 'RB'), ('far', 'RB'), ('away', 'RB'), ('now', 'RB'), ('!', '.'), (""''"", ""''"")]"
1162,"""the earth is now poison gas wasteland of pollution and violence.""","[('``', '``'), ('the', 'DT'), ('earth', 'NN'), ('is', 'VBZ'), ('now', 'RB'), ('poison', 'JJ'), ('gas', 'NN'), ('wasteland', 'NN'), ('of', 'IN'), ('pollution', 'NN'), ('and', 'CC'), ('violence', 'NN'), ('.', '.'), (""''"", ""''"")]"
1163,"""seeing as how crimes are happening ever 30 seconds are so and committed by thieves who have the fire power of third world terrorists the government of the fictional new port city form the tank police to deal with the problem   cops with tanks!""","[('``', '``'), ('seeing', 'NN'), ('as', 'IN'), ('how', 'WRB'), ('crimes', 'NNS'), ('are', 'VBP'), ('happening', 'VBG'), ('ever', 'RB'), ('30', 'CD'), ('seconds', 'NNS'), ('are', 'VBP'), ('so', 'RB'), ('and', 'CC'), ('committed', 'VBN'), ('by', 'IN'), ('thieves', 'NNS'), ('who', 'WP'), ('have', 'VBP'), ('the', 'DT'), ('fire', 'NN'), ('power', 'NN'), ('of', 'IN'), ('third', 'JJ'), ('world', 'NN'), ('terrorists', 'VBZ'), ('the', 'DT'), ('government', 'NN'), ('of', 'IN'), ('the', 'DT'), ('fictional', 'JJ'), ('new', 'JJ'), ('port', 'NN'), ('city', 'NN'), ('form', 'VBP'), ('the', 'DT'), ('tank', 'NN'), ('police', 'NN'), ('to', 'TO'), ('deal', 'VB'), ('with', 'IN'), ('the', 'DT'), ('problem', 'NN'), ('cops', 'VBZ'), ('with', 'IN'), ('tanks', 'NNS'), ('!', '.'), (""''"", ""''"")]"
1164,"""oh the insanity!the heroes of this series include the new recruit leona ozaki a red haired japanese woman yeah i know they never match their distinctly japanese names with a japanese appearance who has just been drafted into the tank police and is quickly partnered with blond blue eyed nice guy al.""","[('``', '``'), ('oh', 'IN'), ('the', 'DT'), ('insanity', 'NN'), ('!', '.'), ('the', 'DT'), ('heroes', 'NNS'), ('of', 'IN'), ('this', 'DT'), ('series', 'NN'), ('include', 'VBP'), ('the', 'DT'), ('new', 'JJ'), ('recruit', 'NN'), ('leona', 'VBZ'), ('ozaki', 'RP'), ('a', 'DT'), ('red', 'JJ'), ('haired', 'JJ'), ('japanese', 'JJ'), ('woman', 'NN'), ('yeah', 'VBP'), ('i', 'NNS'), ('know', 'VBP'), ('they', 'PRP'), ('never', 'RB'), ('match', 'VBP'), ('their', 'PRP$'), ('distinctly', 'JJ'), ('japanese', 'JJ'), ('names', 'NNS'), ('with', 'IN'), ('a', 'DT'), ('japanese', 'JJ'), ('appearance', 'NN'), ('who', 'WP'), ('has', 'VBZ'), ('just', 'RB'), ('been', 'VBN'), ('drafted', 'VBN'), ('into', 'IN'), ('the', 'DT'), ('tank', 'NN'), ('police', 'NN'), ('and', 'CC'), ('is', 'VBZ'), ('quickly', 'RB'), ('partnered', 'VBN'), ('with', 'IN'), ('blond', 'NN'), ('blue', 'JJ'), ('eyed', 'VBN'), ('nice', 'JJ'), ('guy', 'NN'), ('al', 'NN'), ('.', '.'), (""''"", ""''"")]"
1165,"""leona is new at using tanks and unfortunately she destroys the favorite tank of tank police commander charles britain also known as brenten a big guy who looks like tom selleck on steroids and sporting a pair of nifty sunglasses a big revolver and a bad temper.""","[('``', '``'), ('leona', 'NN'), ('is', 'VBZ'), ('new', 'JJ'), ('at', 'IN'), ('using', 'VBG'), ('tanks', 'NNS'), ('and', 'CC'), ('unfortunately', 'RB'), ('she', 'PRP'), ('destroys', 'VBZ'), ('the', 'DT'), ('favorite', 'JJ'), ('tank', 'NN'), ('of', 'IN'), ('tank', 'NN'), ('police', 'NN'), ('commander', 'NN'), ('charles', 'NNS'), ('britain', 'VBP'), ('also', 'RB'), ('known', 'VBN'), ('as', 'IN'), ('brenten', 'NN'), ('a', 'DT'), ('big', 'JJ'), ('guy', 'NN'), ('who', 'WP'), ('looks', 'VBZ'), ('like', 'IN'), ('tom', 'NN'), ('selleck', 'NN'), ('on', 'IN'), ('steroids', 'NNS'), ('and', 'CC'), ('sporting', 'VBG'), ('a', 'DT'), ('pair', 'NN'), ('of', 'IN'), ('nifty', 'JJ'), ('sunglasses', 'NNS'), ('a', 'DT'), ('big', 'JJ'), ('revolver', 'NN'), ('and', 'CC'), ('a', 'DT'), ('bad', 'JJ'), ('temper', 'NN'), ('.', '.'), (""''"", ""''"")]"
1166,"""britain didnt like having leona join the tank police in the first place and her wrecking his tiger special a giant green monster tank doesnt exactly endear her to him nor is he fond of her taking the remains of his giant tank and using it to build a mini tank that she nicknames bonaparte and he is soon pushing to have her transferred to child welfare where the boys are more your size as he puts it.""","[('``', '``'), ('britain', 'NN'), ('didnt', 'NN'), ('like', 'IN'), ('having', 'VBG'), ('leona', 'JJ'), ('join', 'NN'), ('the', 'DT'), ('tank', 'NN'), ('police', 'NN'), ('in', 'IN'), ('the', 'DT'), ('first', 'JJ'), ('place', 'NN'), ('and', 'CC'), ('her', 'PRP$'), ('wrecking', 'VBG'), ('his', 'PRP$'), ('tiger', 'NN'), ('special', 'VBD'), ('a', 'DT'), ('giant', 'JJ'), ('green', 'JJ'), ('monster', 'NN'), ('tank', 'NN'), ('doesnt', 'VBZ'), ('exactly', 'RB'), ('endear', 'JJ'), ('her', 'PRP$'), ('to', 'TO'), ('him', 'PRP'), ('nor', 'CC'), ('is', 'VBZ'), ('he', 'PRP'), ('fond', 'NN'), ('of', 'IN'), ('her', 'PRP$'), ('taking', 'VBG'), ('the', 'DT'), ('remains', 'NNS'), ('of', 'IN'), ('his', 'PRP$'), ('giant', 'JJ'), ('tank', 'NN'), ('and', 'CC'), ('using', 'VBG'), ('it', 'PRP'), ('to', 'TO'), ('build', 'VB'), ('a', 'DT'), ('mini', 'NN'), ('tank', 'NN'), ('that', 'IN'), ('she', 'PRP'), ('nicknames', 'VBZ'), ('bonaparte', 'RB'), ('and', 'CC'), ('he', 'PRP'), ('is', 'VBZ'), ('soon', 'RB'), ('pushing', 'VBG'), ('to', 'TO'), ('have', 'VB'), ('her', 'PRP$'), ('transferred', 'VBN'), ('to', 'TO'), ('child', 'VB'), ('welfare', 'NN'), ('where', 'WRB'), ('the', 'DT'), ('boys', 'NNS'), ('are', 'VBP'), ('more', 'JJR'), ('your', 'PRP$'), ('size', 'NN'), ('as', 'IN'), ('he', 'PRP'), ('puts', 'VBZ'), ('it', 'PRP'), ('.', '.'), (""''"", ""''"")]"
1167,"""theres also specs the bifocal genius bible quoting god fearing chaplain purple mo hawked mohican and the pot bellied chief whos right on the edge thanks to the mayor always yelling at him about the tank police antics.""","[('``', '``'), ('theres', 'NNS'), ('also', 'RB'), ('specs', 'VBP'), ('the', 'DT'), ('bifocal', 'JJ'), ('genius', 'NN'), ('bible', 'JJ'), ('quoting', 'VBG'), ('god', 'NN'), ('fearing', 'VBG'), ('chaplain', 'JJ'), ('purple', 'JJ'), ('mo', 'NN'), ('hawked', 'VBD'), ('mohican', 'JJ'), ('and', 'CC'), ('the', 'DT'), ('pot', 'NN'), ('bellied', 'VBD'), ('chief', 'JJ'), ('whos', 'NN'), ('right', 'NN'), ('on', 'IN'), ('the', 'DT'), ('edge', 'NN'), ('thanks', 'NNS'), ('to', 'TO'), ('the', 'DT'), ('mayor', 'NN'), ('always', 'RB'), ('yelling', 'VBG'), ('at', 'IN'), ('him', 'PRP'), ('about', 'IN'), ('the', 'DT'), ('tank', 'NN'), ('police', 'NN'), ('antics', 'NNS'), ('.', '.'), (""''"", ""''"")]"
1168,"""seeing as how the tank cops often destroy half the city while chasing the bad guys and use extreme violence to capture them theyre not very well liked by the people.the villains are a cyborg named buaku whos got a mysterious past thats connected with a project known as green peace his gang and his two sexy cat cyborg sidekicks anna & uni puma.""","[('``', '``'), ('seeing', 'NN'), ('as', 'IN'), ('how', 'WRB'), ('the', 'DT'), ('tank', 'NN'), ('cops', 'NNS'), ('often', 'RB'), ('destroy', 'VBP'), ('half', 'PDT'), ('the', 'DT'), ('city', 'NN'), ('while', 'IN'), ('chasing', 'VBG'), ('the', 'DT'), ('bad', 'JJ'), ('guys', 'NNS'), ('and', 'CC'), ('use', 'NN'), ('extreme', 'JJ'), ('violence', 'NN'), ('to', 'TO'), ('capture', 'VB'), ('them', 'PRP'), ('theyre', 'RP'), ('not', 'RB'), ('very', 'RB'), ('well', 'RB'), ('liked', 'VBN'), ('by', 'IN'), ('the', 'DT'), ('people.the', 'NN'), ('villains', 'NNS'), ('are', 'VBP'), ('a', 'DT'), ('cyborg', 'NN'), ('named', 'VBN'), ('buaku', 'NN'), ('whos', 'NN'), ('got', 'VBD'), ('a', 'DT'), ('mysterious', 'JJ'), ('past', 'NN'), ('thats', 'NNS'), ('connected', 'VBN'), ('with', 'IN'), ('a', 'DT'), ('project', 'NN'), ('known', 'VBN'), ('as', 'IN'), ('green', 'JJ'), ('peace', 'NN'), ('his', 'PRP$'), ('gang', 'NN'), ('and', 'CC'), ('his', 'PRP$'), ('two', 'CD'), ('sexy', 'JJ'), ('cat', 'NN'), ('cyborg', 'NN'), ('sidekicks', 'NNS'), ('anna', 'VBP'), ('&', 'CC'), ('uni', 'JJ'), ('puma', 'NN'), ('.', '.'), (""''"", ""''"")]"
1169,"""in the first installment these guys are being paid to steal urine samples from a hospital treating people who havent been infected by the poison gas clouds and in the 2nd theyre hired to steal a painting that is of a naked buaku.""","[('``', '``'), ('in', 'IN'), ('the', 'DT'), ('first', 'JJ'), ('installment', 'NN'), ('these', 'DT'), ('guys', 'NNS'), ('are', 'VBP'), ('being', 'VBG'), ('paid', 'VBN'), ('to', 'TO'), ('steal', 'VB'), ('urine', 'JJ'), ('samples', 'NNS'), ('from', 'IN'), ('a', 'DT'), ('hospital', 'NN'), ('treating', 'VBG'), ('people', 'NNS'), ('who', 'WP'), ('havent', 'VBP'), ('been', 'VBN'), ('infected', 'VBN'), ('by', 'IN'), ('the', 'DT'), ('poison', 'NN'), ('gas', 'NN'), ('clouds', 'NN'), ('and', 'CC'), ('in', 'IN'), ('the', 'DT'), ('2nd', 'CD'), ('theyre', 'NN'), ('hired', 'VBD'), ('to', 'TO'), ('steal', 'VB'), ('a', 'DT'), ('painting', 'NN'), ('that', 'WDT'), ('is', 'VBZ'), ('of', 'IN'), ('a', 'DT'), ('naked', 'JJ'), ('buaku', 'NN'), ('.', '.'), (""''"", ""''"")]"
1170,"""the story however was uncompleted in the anime and was finished up in a cult comic manga book thats very hard to find.all sorts of chaos and mayhem ensue in this black comic venture that examines how far people want their police to go in order to catch criminals and what happens when the fine line between good guys and bad guys starts to get blurred.""","[('``', '``'), ('the', 'DT'), ('story', 'NN'), ('however', 'RB'), ('was', 'VBD'), ('uncompleted', 'VBN'), ('in', 'IN'), ('the', 'DT'), ('anime', 'NN'), ('and', 'CC'), ('was', 'VBD'), ('finished', 'VBN'), ('up', 'RP'), ('in', 'IN'), ('a', 'DT'), ('cult', 'NN'), ('comic', 'JJ'), ('manga', 'NN'), ('book', 'NN'), ('thats', 'NNS'), ('very', 'RB'), ('hard', 'RB'), ('to', 'TO'), ('find.all', 'VB'), ('sorts', 'NNS'), ('of', 'IN'), ('chaos', 'NN'), ('and', 'CC'), ('mayhem', 'JJ'), ('ensue', 'NN'), ('in', 'IN'), ('this', 'DT'), ('black', 'JJ'), ('comic', 'JJ'), ('venture', 'NN'), ('that', 'WDT'), ('examines', 'VBZ'), ('how', 'WRB'), ('far', 'RB'), ('people', 'NNS'), ('want', 'VBP'), ('their', 'PRP$'), ('police', 'NN'), ('to', 'TO'), ('go', 'VB'), ('in', 'IN'), ('order', 'NN'), ('to', 'TO'), ('catch', 'VB'), ('criminals', 'NNS'), ('and', 'CC'), ('what', 'WP'), ('happens', 'VBZ'), ('when', 'WRB'), ('the', 'DT'), ('fine', 'JJ'), ('line', 'NN'), ('between', 'IN'), ('good', 'JJ'), ('guys', 'NNS'), ('and', 'CC'), ('bad', 'JJ'), ('guys', 'NNS'), ('starts', 'VBZ'), ('to', 'TO'), ('get', 'VB'), ('blurred', 'VBN'), ('.', '.'), (""''"", ""''"")]"
1171,"""this is the kind of thing that if you were going to make a movie of it youd better go get quentin tarantino.""","[('``', '``'), ('this', 'DT'), ('is', 'VBZ'), ('the', 'DT'), ('kind', 'NN'), ('of', 'IN'), ('thing', 'NN'), ('that', 'IN'), ('if', 'IN'), ('you', 'PRP'), ('were', 'VBD'), ('going', 'VBG'), ('to', 'TO'), ('make', 'VB'), ('a', 'DT'), ('movie', 'NN'), ('of', 'IN'), ('it', 'PRP'), ('youd', 'VB'), ('better', 'RBR'), ('go', 'VB'), ('get', 'VB'), ('quentin', 'JJ'), ('tarantino', 'NN'), ('.', '.'), (""''"", ""''"")]"
1172,"""uneven in places but still a lot of fun.followed by new dominion tank police.""","[('``', '``'), ('uneven', 'RB'), ('in', 'IN'), ('places', 'NNS'), ('but', 'CC'), ('still', 'RB'), ('a', 'DT'), ('lot', 'NN'), ('of', 'IN'), ('fun.followed', 'VBN'), ('by', 'IN'), ('new', 'JJ'), ('dominion', 'NN'), ('tank', 'NN'), ('police', 'NN'), ('.', '.'), (""''"", ""''"")]"
1173,"""fact stargate sg 1 is a cheesy sci fi tv series.theres no escaping facts.""","[('``', '``'), ('fact', 'NN'), ('stargate', 'JJ'), ('sg', 'NN'), ('1', 'CD'), ('is', 'VBZ'), ('a', 'DT'), ('cheesy', 'JJ'), ('sci', 'NN'), ('fi', 'JJ'), ('tv', 'NN'), ('series.theres', 'VBZ'), ('no', 'DT'), ('escaping', 'VBG'), ('facts', 'NNS'), ('.', '.'), (""''"", ""''"")]"
1174,"""how much you try to excuse yourself or explain it stargate sg 1 remains a cheesy sci fi tv series.stargate sg 1 does borrow and steal ideas briskly.""","[('``', '``'), ('how', 'WRB'), ('much', 'JJ'), ('you', 'PRP'), ('try', 'VBP'), ('to', 'TO'), ('excuse', 'VB'), ('yourself', 'PRP'), ('or', 'CC'), ('explain', 'VB'), ('it', 'PRP'), ('stargate', 'VB'), ('sg', 'JJ'), ('1', 'CD'), ('remains', 'VBZ'), ('a', 'DT'), ('cheesy', 'NN'), ('sci', 'NN'), ('fi', 'JJ'), ('tv', 'NN'), ('series.stargate', 'NN'), ('sg', 'VBD'), ('1', 'CD'), ('does', 'VBZ'), ('borrow', 'VB'), ('and', 'CC'), ('steal', 'VB'), ('ideas', 'NNS'), ('briskly', 'RB'), ('.', '.'), (""''"", ""''"")]"
1175,"""special fx arent nearly as impressive as they could have been and the action isnt going to blow you out of the chair.""","[('``', '``'), ('special', 'JJ'), ('fx', 'JJ'), ('arent', 'NN'), ('nearly', 'RB'), ('as', 'RB'), ('impressive', 'JJ'), ('as', 'IN'), ('they', 'PRP'), ('could', 'MD'), ('have', 'VB'), ('been', 'VBN'), ('and', 'CC'), ('the', 'DT'), ('action', 'NN'), ('isnt', 'NN'), ('going', 'VBG'), ('to', 'TO'), ('blow', 'VB'), ('you', 'PRP'), ('out', 'IN'), ('of', 'IN'), ('the', 'DT'), ('chair', 'NN'), ('.', '.'), (""''"", ""''"")]"
