rule,frequency,sup,confidence,label,ID 
"['IN', 'IN_like', 'FW', 'NN']",1,1,1.0,NO,4635
"['IN', 'IN_like', 'JJ']",1,1,1.0,NO,4636
"['IN', 'IN_like', 'VBZ']",1,1,1.0,NO,4637
"['IN', 'IN_like', 'WRB']",1,1,1.0,NO,4638
"['IN', 'PDT_all', 'DT', 'JJS']",2,2,1.0,YES,4639
"['IN', 'PDT_all', 'DT', 'JJ']",4,4,1.0,NO,4640
"['IN', 'PDT_all', 'DT', 'NN']",4,4,1.0,NO,4641
"['IN', 'PDT_all', 'DT', 'NNS']",7,7,1.0,NO,4642
"['IN', 'PDT_all', 'DT', 'RB']",1,1,1.0,NO,4643
"['IN', 'PDT_all', 'DT', 'DT']",1,1,1.0,NO,4644
"['IN', 'PDT_all', 'JJS']",2,2,1.0,YES,4645
"['IN', 'PDT_all', 'JJ']",4,4,1.0,NO,4646
"['IN', 'PDT_all', 'NN']",5,5,1.0,NO,4647
"['IN', 'PDT_all', 'NNS']",8,8,1.0,NO,4648
"['IN', 'PDT_all', 'RB']",1,1,1.0,NO,4649
"['IN', 'PDT_all', 'PRP$']",2,2,1.0,NO,4650
"['IN', 'PDT_all', 'PRP$', 'NN']",1,1,1.0,NO,4651
"['IN', 'PDT_all', 'PRP$', 'NNS']",1,1,1.0,NO,4652
"['IN', 'DT', 'JJS', 'NNS']",1,1,1.0,NO,4653
"['IN', 'DT', 'RBS_most']",22,22,1.0,NO,4654
"['IN', 'DT', 'RBS_most', 'RB']",2,2,1.0,NO,4655
"['IN', 'DT', 'RBS_most', 'RB', 'JJ']",2,2,1.0,NO,4656
"['IN', 'DT', 'RBS_most', 'JJ']",22,22,1.0,NO,4657
"['IN', 'DT', 'RBS_most', 'JJ', 'NNS']",8,8,1.0,NO,4658
"['IN', 'DT', 'RBS_most', 'JJ', 'NN']",6,6,1.0,NO,4659
"['IN', 'DT', 'RBS_most', 'JJ', 'JJ']",2,2,1.0,NO,4660
"['IN', 'DT', 'RBS_most', 'JJ', 'CC']",4,4,1.0,NO,4661
"['IN', 'DT', 'RBS_most', 'NNS']",8,8,1.0,NO,4662
"['IN', 'DT', 'RBS_most', 'NN']",6,6,1.0,NO,4663
"['IN', 'DT', 'RBS_most', 'CC']",4,4,1.0,NO,4664
"['IN', 'DT', 'RB']",8,8,1.0,NO,4665
"['IN', 'DT', 'RB', 'JJ']",2,2,1.0,NO,4666
"['IN', 'DT', 'RB', 'IN']",1,1,1.0,NO,4667
"['IN', 'DT', 'JJ']",46,46,1.0,NO,4668
"['IN', 'DT', 'JJ', 'NNS']",11,11,1.0,NO,4669
"['IN', 'DT', 'JJ', 'NN']",10,10,1.0,NO,4670
"['IN', 'DT', 'JJ', 'JJ']",4,4,1.0,NO,4671
"['IN', 'DT', 'JJ', 'CC']",4,4,1.0,NO,4672
"['IN', 'DT', 'JJ', 'IN']",1,1,1.0,NO,4673
"['IN', 'DT', 'NN_lead']",2,2,1.0,NO,4674
"['IN', 'DT', 'NN_lead', 'NN']",1,1,1.0,NO,4675
"['IN', 'DT', 'NN_lead', 'NN', 'VBP']",1,1,1.0,NO,4676
"['IN', 'DT', 'NN_lead', 'VBP']",1,1,1.0,NO,4677
"['IN', 'DT', 'NN_lead', ""''""]",1,1,1.0,NO,4678
"['IN', 'DT', 'NN']",58,58,1.0,NO,4679
"['IN', 'DT', 'NN', 'VBP']",1,1,1.0,NO,4680
"['IN', 'DT', 'NN', 'NN']",2,2,1.0,NO,4681
"['IN', 'DT', 'NN', 'MD']",1,1,1.0,NO,4682
"['IN', 'DT', 'NN', 'IN']",12,12,1.0,NO,4683
"['IN', 'DT', 'NN', 'PRP']",3,3,1.0,NO,4684
"['IN', 'DT', 'NN', 'NNS']",1,1,1.0,NO,4685
"['IN', 'DT', 'NN', 'CC']",1,1,1.0,NO,4686
"['IN', 'DT', 'NN', 'TO']",1,1,1.0,NO,4687
"['IN', 'DT', 'NN', 'VBZ']",1,1,1.0,NO,4688
"['IN', 'DT', 'NN', ""''""]",2,2,1.0,NO,4689
"['IN', 'DT', 'NN', '.']",1,1,1.0,NO,4690
"['IN', 'DT', 'NN', 'JJ']",1,1,1.0,NO,4691
"['IN', 'DT', 'NN', 'VBN']",1,1,1.0,NO,4692
"['IN', 'DT', 'VBP']",3,3,1.0,NO,4693
"['IN', 'DT', ""''""]",3,3,1.0,NO,4694
"['IN', 'DT', 'VBZ']",2,2,1.0,NO,4695
"['IN', 'DT', 'JJS_latest']",1,1,1.0,NO,4696
"['IN', 'DT', 'JJS_latest', 'NN']",1,1,1.0,NO,4697
"['IN', 'DT', 'JJS_latest', 'NN', 'NN']",1,1,1.0,NO,4698
"['IN', 'DT', 'JJS_best']",9,9,1.0,NO,4699
"['IN', 'DT', 'JJS_best', 'NNS']",4,4,1.0,NO,4700
"['IN', 'DT', 'JJS_best', 'NNS', 'IN']",2,2,1.0,NO,4701
"['IN', 'DT', 'JJS_best', 'NNS', 'VBP']",1,1,1.0,NO,4702
"['IN', 'DT', 'JJS_best', 'IN']",5,5,1.0,NO,4703
"['IN', 'DT', 'JJS_best', 'IN', 'JJ']",1,1,1.0,NO,4704
"['IN', 'DT', 'JJS_best', 'IN', 'DT']",1,1,1.0,NO,4705
"['IN', 'DT', 'JJS_best', 'VBP']",1,1,1.0,NO,4706
"['IN', 'DT', 'JJS_best', 'JJ']",2,2,1.0,NO,4707
"['IN', 'DT', 'JJS_best', 'JJ', 'NNS']",1,1,1.0,NO,4708
"['IN', 'DT', 'JJS_best', 'NN']",2,2,1.0,NO,4709
"['IN', 'DT', 'JJS_best', 'NN', ""''""]",1,1,1.0,NO,4710
"['IN', 'DT', 'JJS_best', 'NN', 'IN']",1,1,1.0,NO,4711
"['IN', 'DT', 'JJS_best', ""''""]",1,1,1.0,NO,4712
"['IN', 'DT', 'JJS_best', 'CC']",1,1,1.0,NO,4713
"['IN', 'DT', 'JJS_best', 'CC', 'JJS']",1,1,1.0,NO,4714
"['IN', 'DT', 'JJS_best', 'JJS']",1,1,1.0,NO,4715
"['IN', 'DT', 'JJS_best', 'DT']",1,1,1.0,NO,4716
"['IN', 'DT', 'NNS']",34,34,1.0,NO,4717
"['IN', 'DT', 'NNS', 'IN']",4,4,1.0,NO,4718
"['IN', 'DT', 'NNS', 'WDT']",1,1,1.0,NO,4719
"['IN', 'DT', 'NNS', 'RB']",3,3,1.0,NO,4720
"['IN', 'DT', 'NNS', 'VBD']",1,1,1.0,NO,4721
"['IN', 'DT', 'NNS', 'VBP']",1,1,1.0,NO,4722
"['IN', 'DT', 'NNS', 'CC']",1,1,1.0,NO,4723
"['IN', 'DT', 'IN']",24,24,1.0,NO,4724
"['IN', 'DT', 'IN', 'NN']",1,1,1.0,NO,4725
"['IN', 'DT', 'IN', 'JJ']",4,4,1.0,NO,4726
"['IN', 'DT', 'IN', 'DT']",1,1,1.0,NO,4727
"['IN', 'DT', 'JJS_smallest']",1,1,1.0,NO,4728
"['IN', 'DT', 'JJS_smallest', 'NN']",1,1,1.0,NO,4729
"['IN', 'DT', 'JJS_smallest', 'NN', 'MD']",1,1,1.0,NO,4730
"['IN', 'DT', 'JJS_smallest', 'MD']",1,1,1.0,NO,4731
"['IN', 'DT', 'MD']",2,2,1.0,NO,4732
"['IN', 'DT', 'MD', 'VB']",1,1,1.0,NO,4733
"['IN', 'DT', 'RBR_more']",3,3,1.0,NO,4734
"['IN', 'DT', 'RBR_more', 'JJ']",2,2,1.0,NO,4735
"['IN', 'DT', 'RBR_more', 'JJ', 'NNS']",1,1,1.0,NO,4736
"['IN', 'DT', 'RBR_more', 'JJ', 'NN']",1,1,1.0,NO,4737
"['IN', 'DT', 'RBR_more', 'NNS']",1,1,1.0,NO,4738
"['IN', 'DT', 'RBR_more', 'RB']",1,1,1.0,NO,4739
"['IN', 'DT', 'RBR_more', 'RB', 'IN']",1,1,1.0,NO,4740
"['IN', 'DT', 'RBR_more', 'IN']",1,1,1.0,NO,4741
"['IN', 'DT', 'RBR_more', 'NN']",1,1,1.0,NO,4742
"['IN', 'DT', 'JJ_top']",11,11,1.0,NO,4743
"['IN', 'DT', 'JJ_top', 'NNS']",4,4,1.0,NO,4744
"['IN', 'DT', 'JJ_top', 'NNS', 'WDT']",1,1,1.0,NO,4745
"['IN', 'DT', 'JJ_top', 'NNS', 'CC']",1,1,1.0,NO,4746
"['IN', 'DT', 'JJ_top', 'NNS', 'RB']",2,2,1.0,NO,4747
"['IN', 'DT', 'JJ_top', 'WDT']",1,1,1.0,NO,4748
"['IN', 'DT', 'JJ_top', 'NN']",4,4,1.0,NO,4749
"['IN', 'DT', 'JJ_top', 'NN', 'NN']",1,1,1.0,NO,4750
"['IN', 'DT', 'JJ_top', 'NN', '.']",1,1,1.0,NO,4751
"['IN', 'DT', 'JJ_top', 'NN', 'VBN']",1,1,1.0,NO,4752
"['IN', 'DT', 'JJ_top', 'NN', 'IN']",1,1,1.0,NO,4753
"['IN', 'DT', 'JJ_top', 'CC']",2,2,1.0,NO,4754
"['IN', 'DT', 'JJ_top', 'CC', 'RB']",1,1,1.0,NO,4755
"['IN', 'DT', 'JJ_top', '.']",1,1,1.0,NO,4756
"['IN', 'DT', 'JJ_top', 'VBN']",1,1,1.0,NO,4757
"['IN', 'DT', 'JJ_top', 'RB']",3,3,1.0,NO,4758
"['IN', 'DT', 'JJ_top', 'JJ']",2,2,1.0,NO,4759
"['IN', 'DT', 'JJ_top', 'JJ', 'JJ']",1,1,1.0,NO,4760
"['IN', 'DT', 'JJ_top', 'IN']",2,2,1.0,NO,4761
"['IN', 'DT', 'JJ_top', 'IN', 'JJ']",1,1,1.0,NO,4762
"['IN', 'DT', 'WDT']",1,1,1.0,NO,4763
"['IN', 'DT', 'RBR']",1,1,1.0,NO,4764
"['IN', 'DT', 'JJ_last']",4,4,1.0,NO,4765
"['IN', 'DT', 'JJ_last', 'NN']",2,2,1.0,NO,4766
"['IN', 'DT', 'JJ_last', 'NN', 'IN']",2,2,1.0,NO,4767
"['IN', 'DT', 'JJ_last', 'IN']",2,2,1.0,NO,4768
"['IN', 'DT', 'JJ_last', 'CD']",2,2,1.0,NO,4769
"['IN', 'DT', 'JJ_last', 'CD', 'NNS']",2,2,1.0,NO,4770
"['IN', 'DT', 'JJ_last', 'NNS']",2,2,1.0,NO,4771
"['IN', 'DT', 'JJ_same']",8,8,1.0,NO,4772
"['IN', 'DT', 'JJ_same', 'NN']",5,5,1.0,NO,4773
"['IN', 'DT', 'JJ_same', 'NN', 'PRP']",1,1,1.0,NO,4774
"['IN', 'DT', 'JJ_same', 'NN', 'JJ']",1,1,1.0,NO,4775
"['IN', 'DT', 'JJ_same', 'NN', 'IN']",2,2,1.0,NO,4776
"['IN', 'DT', 'JJ_same', 'NN', ""''""]",1,1,1.0,NO,4777
"['IN', 'DT', 'JJ_same', 'PRP']",1,1,1.0,NO,4778
"['IN', 'DT', 'JJ_same', 'NNS']",1,1,1.0,NO,4779
"['IN', 'DT', 'JJ_same', 'NNS', 'VBD']",1,1,1.0,NO,4780
"['IN', 'DT', 'JJ_same', 'VBD']",1,1,1.0,NO,4781
"['IN', 'DT', 'JJ_same', 'MD']",1,1,1.0,NO,4782
"['IN', 'DT', 'JJ_same', 'MD', 'VB']",1,1,1.0,NO,4783
"['IN', 'DT', 'JJ_same', 'VB']",1,1,1.0,NO,4784
"['IN', 'DT', 'JJ_same', 'JJ']",2,2,1.0,NO,4785
"['IN', 'DT', 'JJ_same', 'JJ', 'JJ']",1,1,1.0,NO,4786
"['IN', 'DT', 'JJ_same', 'IN']",2,2,1.0,NO,4787
"['IN', 'DT', 'JJ_same', ""''""]",1,1,1.0,NO,4788
"['IN', 'DT', 'PRP']",3,3,1.0,NO,4789
"['IN', 'DT', 'CD']",3,3,1.0,NO,4790
"['IN', 'DT', 'CD', 'NNS']",2,2,1.0,NO,4791
"['IN', 'DT', 'JJS_biggest']",2,2,1.0,NO,4792
"['IN', 'DT', 'JJS_biggest', 'NNS']",2,2,1.0,NO,4793
"['IN', 'DT', 'JJS_biggest', 'NNS', 'RB']",1,1,1.0,NO,4794
"['IN', 'DT', 'JJS_biggest', 'NNS', 'IN']",1,1,1.0,NO,4795
"['IN', 'DT', 'JJS_biggest', 'RB']",1,1,1.0,NO,4796
"['IN', 'DT', 'JJS_biggest', 'IN']",1,1,1.0,NO,4797
"['IN', 'DT', 'JJS_most']",2,2,1.0,NO,4798
"['IN', 'DT', 'JJS_most', 'NN']",2,2,1.0,NO,4799
"['IN', 'DT', 'JJS_most', 'NN', 'PRP']",2,2,1.0,NO,4800
"['IN', 'DT', 'JJS_most', 'PRP']",2,2,1.0,NO,4801
"['IN', 'DT', 'JJS_richest']",1,1,1.0,NO,4802
"['IN', 'DT', 'JJS_richest', 'NN']",1,1,1.0,NO,4803
"['IN', 'DT', 'JJS_richest', 'NN', 'IN']",1,1,1.0,NO,4804
"['IN', 'DT', 'JJS_richest', 'IN']",1,1,1.0,NO,4805
"['IN', 'DT', 'JJR_lower']",1,1,1.0,NO,4806
"['IN', 'DT', 'JJR_lower', 'NN']",1,1,1.0,NO,4807
"['IN', 'DT', 'JJR_lower', 'NN', 'NNS']",1,1,1.0,NO,4808
"['IN', 'DT', 'JJR_lower', 'NNS']",1,1,1.0,NO,4809
"['IN', 'DT', 'VBD']",1,1,1.0,NO,4810
"['IN', 'DT', 'JJ_differ']",2,2,1.0,NO,4811
"['IN', 'DT', 'JJ_differ', 'NN']",1,1,1.0,NO,4812
"['IN', 'DT', 'JJ_differ', 'NN', 'IN']",1,1,1.0,NO,4813
"['IN', 'DT', 'JJ_differ', 'IN']",1,1,1.0,NO,4814
"['IN', 'DT', 'JJ_differ', 'VBG']",1,1,1.0,NO,4815
"['IN', 'DT', 'JJ_differ', 'VBG', 'CC']",1,1,1.0,NO,4816
"['IN', 'DT', 'JJ_differ', 'CC']",1,1,1.0,NO,4817
"['IN', 'DT', 'VB']",1,1,1.0,NO,4818
"['IN', 'DT', 'JJR_older']",1,1,1.0,NO,4819
"['IN', 'DT', 'JJR_older', 'NN']",1,1,1.0,NO,4820
"['IN', 'DT', 'JJR_older', 'NN', 'IN']",1,1,1.0,NO,4821
"['IN', 'DT', 'JJR_older', 'IN']",1,1,1.0,NO,4822
"['IN', 'DT', 'VBG']",1,1,1.0,NO,4823
"['IN', 'DT', 'VBG', 'CC']",1,1,1.0,NO,4824
"['IN', 'DT', 'CC']",9,9,1.0,NO,4825
"['IN', 'DT', 'CC', 'JJS']",1,1,1.0,NO,4826
"['IN', 'DT', 'CC', 'RB']",1,1,1.0,NO,4827
"['IN', 'DT', 'JJR_larger']",1,1,1.0,NO,4828
"['IN', 'DT', 'JJR_larger', 'IN']",1,1,1.0,NO,4829
"['IN', 'DT', 'JJR_larger', 'IN', 'NN']",1,1,1.0,NO,4830
"['IN', 'DT', 'JJR_larger', 'NN']",1,1,1.0,NO,4831
"['IN', 'DT', 'RB_altern']",1,1,1.0,NO,4832
"['IN', 'DT', 'RB_altern', 'NN']",1,1,1.0,NO,4833
"['IN', 'DT', 'RB_altern', 'NN', 'CC']",1,1,1.0,NO,4834
"['IN', 'DT', 'RB_altern', 'CC']",1,1,1.0,NO,4835
"['IN', 'DT', 'JJR_lesser']",1,1,1.0,NO,4836
"['IN', 'DT', 'JJR_lesser', 'JJ']",1,1,1.0,NO,4837
"['IN', 'DT', 'JJR_lesser', 'JJ', 'NN']",1,1,1.0,NO,4838
"['IN', 'DT', 'JJR_lesser', 'NN']",1,1,1.0,NO,4839
"['IN', 'DT', 'JJR_cheaper']",1,1,1.0,NO,4840
"['IN', 'DT', 'JJR_cheaper', 'NN']",1,1,1.0,NO,4841
"['IN', 'DT', 'JJR_cheaper', 'NN', 'IN']",1,1,1.0,NO,4842
"['IN', 'DT', 'JJR_cheaper', 'IN']",1,1,1.0,NO,4843
"['IN', 'DT', 'JJS_largest']",1,1,1.0,NO,4844
"['IN', 'DT', 'JJS_largest', 'NN']",1,1,1.0,NO,4845
"['IN', 'DT', 'JJS_largest', 'NN', 'TO']",1,1,1.0,NO,4846
"['IN', 'DT', 'JJS_largest', 'TO']",1,1,1.0,NO,4847
"['IN', 'DT', 'TO']",1,1,1.0,NO,4848
"['IN', 'DT', 'JJ_second']",3,3,1.0,NO,4849
"['IN', 'DT', 'JJ_second', 'NN']",3,3,1.0,NO,4850
"['IN', 'DT', 'JJ_second', 'NN', 'VBZ']",1,1,1.0,NO,4851
"['IN', 'DT', 'JJ_second', 'NN', 'IN']",2,2,1.0,NO,4852
"['IN', 'DT', 'JJ_second', 'VBZ']",1,1,1.0,NO,4853
"['IN', 'DT', 'JJ_second', 'IN']",2,2,1.0,NO,4854
"['IN', 'DT', 'VBG_lead']",1,1,1.0,NO,4855
"['IN', 'DT', 'VBG_lead', 'NNS']",1,1,1.0,NO,4856
"['IN', 'DT', 'VBG_lead', 'NNS', 'IN']",1,1,1.0,NO,4857
"['IN', 'DT', 'VBG_lead', 'IN']",1,1,1.0,NO,4858
"['IN', 'DT', '.']",1,1,1.0,NO,4859
"['IN', 'DT', 'JJR_less']",4,4,1.0,NO,4860
"['IN', 'DT', 'JJR_less', 'JJ']",4,4,1.0,NO,4861
"['IN', 'DT', 'JJR_less', 'JJ', 'NN']",2,2,1.0,NO,4862
"['IN', 'DT', 'JJR_less', 'NN']",2,2,1.0,NO,4863
"['IN', 'DT', 'JJR_less', 'IN']",2,2,1.0,NO,4864
"['IN', 'DT', 'JJR_less', 'IN', 'JJ']",2,2,1.0,NO,4865
"['IN', 'DT', 'JJS_craziest']",1,1,1.0,NO,4866
"['IN', 'DT', 'JJS_craziest', 'JJ']",1,1,1.0,NO,4867
"['IN', 'DT', 'JJS_craziest', 'JJ', 'NNS']",1,1,1.0,NO,4868
"['IN', 'DT', 'JJS_craziest', 'NNS']",1,1,1.0,NO,4869
"['IN', 'DT', 'VBN']",1,1,1.0,NO,4870
"['IN', 'DT', 'DT']",3,3,1.0,NO,4871
"['IN', 'DT', 'DT', 'NN']",1,1,1.0,NO,4872
"['IN', 'DT', 'VBZ_lead']",1,1,1.0,NO,4873
"['IN', 'DT', 'VBZ_lead', 'JJS']",1,1,1.0,NO,4874
"['IN', 'DT', 'VBZ_lead', 'JJS', 'NNS']",1,1,1.0,NO,4875
"['IN', 'DT', 'VBZ_lead', 'NNS']",1,1,1.0,NO,4876
"['IN', 'DT', 'JJR_greater']",1,1,1.0,NO,4877
"['IN', 'DT', 'JJR_greater', 'JJ']",1,1,1.0,NO,4878
"['IN', 'DT', 'JJR_greater', 'JJ', 'IN']",1,1,1.0,NO,4879
"['IN', 'DT', 'JJR_greater', 'IN']",1,1,1.0,NO,4880
"['IN', 'DT', 'NNS_lead']",1,1,1.0,NO,4881
"['IN', 'DT', 'NNS_lead', 'DT']",1,1,1.0,NO,4882
"['IN', 'DT', 'NNS_lead', 'DT', 'NN']",1,1,1.0,NO,4883
"['IN', 'DT', 'NNS_lead', 'NN']",1,1,1.0,NO,4884
"['IN', 'DT_all', 'NN', 'DT']",3,3,1.0,NO,4885
"['IN', 'DT_all', 'NN', 'CC']",1,1,1.0,NO,4886
"['IN', 'DT_all', 'NN', 'NNS']",1,1,1.0,NO,4887
"['IN', 'DT_all', 'NN', 'VBZ']",1,1,1.0,NO,4888
"['IN', 'DT_all', 'NN', 'RB']",1,1,1.0,NO,4889
"['IN', 'DT_all', 'JJ']",5,5,1.0,NO,4890
"['IN', 'DT_all', 'JJ', 'NNS']",2,2,1.0,NO,4891
"['IN', 'DT_all', 'JJ', 'NN']",2,2,1.0,NO,4892
"['IN', 'DT_all', 'NNS']",12,12,1.0,NO,4893
"['IN', 'DT_all', 'NNS', 'VBP']",1,1,1.0,NO,4894
"['IN', 'DT_all', 'NNS', ""''""]",1,1,1.0,NO,4895
"['IN', 'DT_all', 'NNS', 'JJ']",1,1,1.0,NO,4896
"['IN', 'DT_all', 'NNS', 'CC']",3,3,1.0,NO,4897
"['IN', 'DT_all', 'DT']",11,11,1.0,NO,4898
"['IN', 'DT_all', 'DT', 'VBZ']",1,1,1.0,NO,4899
"['IN', 'DT_all', 'DT', 'NNS']",1,1,1.0,NO,4900
"['IN', 'DT_all', 'VBZ']",2,2,1.0,NO,4901
"['IN', 'DT_all', 'PRP$']",2,2,1.0,NO,4902
"['IN', 'DT_all', 'PRP$', 'NN']",1,1,1.0,NO,4903
"['IN', 'DT_all', 'PRP$', 'NNS']",1,1,1.0,NO,4904
"['IN', 'DT_all', 'VBP']",1,1,1.0,NO,4905
"['IN', 'DT_all', 'IN']",6,6,1.0,NO,4906
"['IN', 'DT_all', 'IN', 'PRP']",1,1,1.0,NO,4907
"['IN', 'DT_all', 'IN', 'CD']",1,1,1.0,NO,4908
"['IN', 'DT_all', 'IN', 'DT']",4,4,1.0,NO,4909
"['IN', 'DT_all', 'PRP']",1,1,1.0,NO,4910
"['IN', 'DT_all', 'CD']",1,1,1.0,NO,4911
"['IN', 'DT_all', 'CC']",6,6,1.0,NO,4912
"['IN', 'DT_all', 'CC', 'DT']",1,1,1.0,NO,4913
"['IN', 'DT_all', 'CC', 'WRB']",1,1,1.0,NO,4914
"['IN', 'DT_all', 'WP']",1,1,1.0,NO,4915
"['IN', 'DT_all', 'WP', 'VBD']",1,1,1.0,NO,4916
"['IN', 'DT_all', 'VBD']",1,1,1.0,NO,4917
"['IN', 'DT_all', 'VBG']",2,2,1.0,NO,4918
"['IN', 'DT_all', 'VBG', 'NNS']",1,1,1.0,NO,4919
"['IN', 'DT_all', 'VBG', 'DT']",1,1,1.0,NO,4920
"['IN', 'DT_all', 'RB']",1,1,1.0,NO,4921
"['IN', 'DT_all', 'WRB']",1,1,1.0,NO,4922
"['IN', 'DT_all', 'VBN']",1,1,1.0,NO,4923
"['IN', 'DT_all', 'VBN', ':']",1,1,1.0,NO,4924
"['IN', 'DT_all', ':']",1,1,1.0,NO,4925
"['IN', 'JJ', 'NNS']",17,17,1.0,NO,4926
"['IN', 'JJ', 'CC']",8,8,1.0,NO,4927
"['IN', 'JJ', 'VBZ']",2,2,1.0,NO,4928
"['IN', 'JJ', 'JJS_best']",1,1,1.0,NO,4929
"['IN', 'JJ', 'JJS_best', 'NN']",1,1,1.0,NO,4930
"['IN', 'JJ', 'JJS_best', 'NN', 'WDT']",1,1,1.0,NO,4931
"['IN', 'JJ', 'JJS_best', 'WDT']",1,1,1.0,NO,4932
"['IN', 'JJ', 'NN']",20,20,1.0,NO,4933
"['IN', 'JJ', 'NN', 'WDT']",1,1,1.0,NO,4934
"['IN', 'JJ', 'WDT']",1,1,1.0,NO,4935
"['IN', 'JJ', 'IN']",4,4,1.0,NO,4936
"['IN', 'JJ', 'IN', 'NN']",1,1,1.0,NO,4937
"['IN', 'JJ', 'JJ']",6,6,1.0,NO,4938
"['IN', 'JJ', 'NN_prefer']",1,1,1.0,NO,4939
"['IN', 'JJ', 'NN_prefer', 'IN']",1,1,1.0,NO,4940
"['IN', 'JJ', 'NN_prefer', 'IN', 'NN']",1,1,1.0,NO,4941
"['IN', 'JJ', 'NN_prefer', 'NN']",1,1,1.0,NO,4942
"['IN', 'JJ', ""''""]",2,2,1.0,NO,4943
"['IN', 'VBG']",11,11,1.0,NO,4944
"['IN', 'VBG', 'JJR_more']",1,1,1.0,NO,4945
"['IN', 'VBG', 'JJR_more', 'NNS']",1,1,1.0,NO,4946
"['IN', 'VBG', 'JJR_more', 'NNS', ""''""]",1,1,1.0,NO,4947
"['IN', 'VBG', 'JJR_more', ""''""]",1,1,1.0,NO,4948
"['IN', 'VBG', 'NNS']",3,3,1.0,NO,4949
"['IN', 'VBG', 'NNS', ""''""]",1,1,1.0,NO,4950
"['IN', 'VBG', ""''""]",1,1,1.0,NO,4951
"['IN', 'VBG', 'CC']",1,1,1.0,NO,4952
"['IN', 'VBG', 'DT']",2,2,1.0,NO,4953
"['IN', 'RBS_most']",26,26,1.0,NO,4954
"['IN', 'RBS_most', 'RB']",2,2,1.0,NO,4955
"['IN', 'RBS_most', 'RB', 'JJ']",2,2,1.0,NO,4956
"['IN', 'RBS_most', 'JJ']",24,24,1.0,NO,4957
"['IN', 'RBS_most', 'JJ', 'NNS']",10,10,1.0,NO,4958
"['IN', 'RBS_most', 'JJ', 'NN']",6,6,1.0,NO,4959
"['IN', 'RBS_most', 'JJ', 'JJ']",2,2,1.0,NO,4960
"['IN', 'RBS_most', 'JJ', 'CC']",4,4,1.0,NO,4961
"['IN', 'RBS_most', 'NNS']",10,10,1.0,NO,4962
"['IN', 'RBS_most', 'NN']",8,8,1.0,NO,4963
"['IN', 'RBS_most', 'NN', 'TO']",2,2,1.0,NO,4964
"['IN', 'RBS_most', 'CC']",4,4,1.0,NO,4965
"['IN', 'RBS_most', 'TO']",2,2,1.0,NO,4966
"['IN', 'RB']",29,29,1.0,NO,4967
"['IN', 'RB', 'JJ']",7,7,1.0,NO,4968
"['IN', 'RB', 'JJ', 'NN']",1,1,1.0,NO,4969
"['IN', 'RB', 'IN']",9,9,1.0,NO,4970
"['IN', 'RB', 'IN', 'DT']",2,2,1.0,NO,4971
"['IN', 'RB', 'NNS']",3,3,1.0,NO,4972
"['IN', 'RB', 'NNS', 'IN']",1,1,1.0,NO,4973
"['IN', 'RB', 'JJR_more']",1,1,1.0,NO,4974
"['IN', 'RB', 'JJR_more', 'NNS']",1,1,1.0,NO,4975
"['IN', 'RB', 'JJR_more', 'NNS', 'IN']",1,1,1.0,NO,4976
"['IN', 'RB', 'JJR_more', 'IN']",1,1,1.0,NO,4977
"['IN', 'RB', 'VBN']",2,2,1.0,NO,4978
"['IN', 'RB', 'RBR_more']",1,1,1.0,NO,4979
"['IN', 'RB', 'RBR_more', 'JJ']",1,1,1.0,NO,4980
"['IN', 'RB', 'RBR_more', 'JJ', 'NN']",1,1,1.0,NO,4981
"['IN', 'RB', 'RBR_more', 'NN']",1,1,1.0,NO,4982
"['IN', 'RB', 'NN']",1,1,1.0,NO,4983
"['IN', 'RB', 'JJR_better']",2,2,1.0,NO,4984
"['IN', 'RB', 'JJR_better', 'IN']",2,2,1.0,NO,4985
"['IN', 'RB', 'JJR_better', 'IN', 'DT']",2,2,1.0,NO,4986
"['IN', 'RB', 'JJR_better', 'DT']",2,2,1.0,NO,4987
"['IN', 'RB', 'DT']",2,2,1.0,NO,4988
"['IN', 'NN_lead']",2,2,1.0,NO,4989
"['IN', 'NN_lead', 'NN']",1,1,1.0,NO,4990
"['IN', 'NN_lead', 'NN', 'VBP']",1,1,1.0,NO,4991
"['IN', 'NN_lead', 'VBP']",1,1,1.0,NO,4992
"['IN', 'NN_lead', ""''""]",1,1,1.0,NO,4993
"['IN', 'VBP']",8,8,1.0,NO,4994
"['IN', 'VBZ']",13,13,1.0,NO,4995
"['IN', 'VBZ', 'JJS']",1,1,1.0,NO,4996
"['IN', 'PRP$']",29,29,1.0,NO,4997
"['IN', 'PRP$', 'NN']",6,6,1.0,NO,4998
"['IN', 'PRP$', 'NN', 'NN']",1,1,1.0,NO,4999
"['IN', 'PRP$', 'NN', 'VBZ']",1,1,1.0,NO,5000
"['IN', 'PRP$', 'JJS_best']",3,3,1.0,NO,5001
"['IN', 'PRP$', 'JJS_best', 'NN']",1,1,1.0,NO,5002
"['IN', 'PRP$', 'JJS_best', 'NN', 'NN']",1,1,1.0,NO,5003
"['IN', 'PRP$', 'JJS_best', ""''""]",1,1,1.0,NO,5004
"['IN', 'PRP$', 'JJS_best', 'CC']",1,1,1.0,NO,5005
"['IN', 'PRP$', 'JJS_best', 'CC', 'DT']",1,1,1.0,NO,5006
"['IN', 'PRP$', 'JJS_best', 'DT']",1,1,1.0,NO,5007
"['IN', 'PRP$', 'JJS_most']",6,6,1.0,NO,5008
